balance,supply_grid,exchanged
-13.548746688029496,1.3548746688029496,0.0
-13.319680021366366,1.3319680021366367,0.0
-11.400807846031967,1.1400807846031966,0.0
-7.210073223421205,0.7210073223421205,0.0
-5.508806556752461,0.5508806556752461,0.0
-5.091806556762094,0.5091806556762094,0.0
-5.039606556769286,0.5039606556769286,0.0
-5.915073223426589,0.5915073223426589,0.0
-6.596587464430183,0.6596587464430184,0.0
-4.807297221924838,0.4807297221924838,0.0
-9.995313984592482,0.9995313984592482,0.0
-12.57475000142186,1.2574750001421862,0.0
-1.5694446497632146,0.15694446497632147,0.0
-2.709836510599284,0.2709836510599284,0.0
-11.94026020975437,1.1940260209754372,0.0
-13.841898202755527,1.3841898202755527,0.0
-14.80347322342277,1.4803473223422772,0.0
-16.107673223439633,1.6107673223439634,0.0
-17.663273223422948,1.7663273223422948,0.0
-24.322539890083135,2.4322539890083137,0.0
-21.69407322344523,2.169407322344523,0.0
-18.971806556757656,1.8971806556757658,0.0
-15.212273223431112,1.5212273223431112,0.0
-12.203206556750956,1.2203206556750956,0.0
-9.912206556775345,0.9912206556775346,0.0
-7.046073223415078,0.7046073223415079,0.0
-5.921739890089157,0.5921739890089157,0.0
-6.331406556759248,0.6331406556759248,0.0
-4.470006556766748,0.4470006556766748,0.0
-5.16047322344275,0.5160473223442751,0.0
-4.513606556749437,0.4513606556749437,0.0
-6.381739890088284,0.6381739890088284,0.0
-6.887333461933303,0.6887333461933304,0.0
-2.8597289204424445,0.2859728920442445,0.0
-5.195414085997324,0.5195414085997324,0.0
-3.095372040010829,0.3095372040010829,0.0
-1.2789457614765782,0.12789457614765784,0.0
-19.887649351370086,1.9887649351370087,0.0
-15.993474113602016,1.5993474113602018,0.0
-12.353287089094032,1.2353287089094032,0.0
-12.917273223412849,1.291727322341285,0.0
-15.340606556779676,1.5340606556779677,0.0
-16.19553989008091,1.619553989008091,0.0
-17.499139890096558,1.7499139890096558,0.0
-20.825339890092437,2.0825339890092436,0.0
-18.47353989009207,1.847353989009207,0.0
-15.14940655677492,1.514940655677492,0.0
-13.56420655675538,1.356420655675538,0.0
-10.157739890088124,1.0157739890088124,0.0
-7.513539890102038,0.7513539890102039,0.0
-5.821339890107993,0.5821339890107993,0.0
-4.631873223423099,0.46318732234230997,0.0
-4.524473223422319,0.45244732234223195,0.0
-5.327406556754795,0.5327406556754796,0.0
-5.2543398900998,0.5254339890099801,0.0
-6.743873223431365,0.6743873223431365,0.0
-6.713244090763022,0.6713244090763023,0.0
-2.4837397170042514,0.24837397170042516,0.0
-5.685590758726905,0.5685590758726905,0.0
-10.635187884761514,1.0635187884761514,0.0
-0.30675921442483656,0.030675921442483656,0.0
-0.5105153728587941,0.05105153728587941,0.8710734132357665
-8.506395535028226,0.8506395535028226,0.0
-20.318202687250714,2.0318202687250717,0.0
-13.688973223448556,1.3688973223448557,0.0
-13.368673223407313,1.3368673223407315,0.0
-16.817373223429968,1.6817373223429968,0.0
-18.861206556764955,1.8861206556764956,0.0
-19.540473223436493,1.9540473223436494,0.0
-17.269539890079614,1.7269539890079615,0.0
-13.38847322343645,1.338847322343645,0.0
-11.333739890096695,1.1333739890096695,0.0
-9.296206556753532,0.9296206556753532,0.0
-6.410073223434665,0.6410073223434666,0.0
-5.5534065567553625,0.5553406556755363,0.0
-5.417606556757164,0.5417606556757164,0.0
-4.8790732234465395,0.48790732234465395,0.0
-5.1005398900833825,0.5100539890083383,0.0
-5.200739890093246,0.5200739890093246,0.0
-6.426539890104323,0.6426539890104324,0.0
-7.323592322918294,0.7323592322918295,0.0
-5.458256417926922,0.5458256417926922,0.0
0.821177495578103,-0.08211774955781032,0.0
-5.120655717740246,0.5120655717740247,0.0
-0.030822245763156175,0.003082224576315618,0.0
-0.23718820942518626,0.023718820942518627,0.0
-9.926529779123046,0.9926529779123046,0.0
-12.398176274052163,1.2398176274052164,0.0
-10.598939890067413,1.0598939890067414,0.0
-13.388539890103857,1.3388539890103859,0.0
-14.49520655676315,1.4495206556763152,0.0
-18.070073223427244,1.8070073223427245,0.0
-18.83140655675561,1.883140655675561,0.0
-16.251806556772863,1.6251806556772863,0.0
-14.931873223438743,1.4931873223438743,0.0
-12.410273223429613,1.2410273223429613,0.0
-9.916139890081467,0.9916139890081468,0.0
-6.9456065567519545,0.6945606556751955,0.0
-6.107606556777682,0.6107606556777683,0.0
-5.059673223415302,0.5059673223415303,0.0
-4.540273223434269,0.45402732234342696,0.0
-4.8065398900853324,0.4806539890085333,0.0
-5.378806556762356,0.5378806556762357,0.0
-7.28793989010228,0.728793989010228,0.0
-5.900043431097431,0.5900043431097431,0.0
-3.797735790257615,0.37977357902576153,0.0
-7.33864792775131,0.7338647927751311,0.0
-9.183733469262874,0.9183733469262875,0.0
0.36133841557260205,-0.0361338415572602,0.0
-1.0254534194271363,0.10254534194271364,0.0
-6.065606587023092,0.6065606587023092,0.0
-10.717637728507626,1.0717637728507625,0.0
-12.294406941148276,1.2294406941148277,0.0
-13.802606556755563,1.3802606556755563,0.0
-17.90827322342375,1.790827322342375,0.0
-19.436939890096255,1.9436939890096256,0.0
-15.628473223441688,1.5628473223441688,0.0
-15.704006556748936,1.5704006556748937,0.0
-13.394739890089113,1.3394739890089113,0.0
-10.905739890109544,1.0905739890109545,0.0
-10.02293989008831,1.002293989008831,0.0
-7.124606556753861,0.7124606556753861,0.0
-7.094139890108636,0.7094139890108636,0.0
-5.094606556753206,0.5094606556753206,0.0
-4.717406556761489,0.4717406556761489,0.0
-4.989273223427517,0.4989273223427517,0.0
-5.116673223428734,0.5116673223428734,0.0
-9.181406556759612,0.9181406556759613,0.0
-10.624896050086235,1.0624896050086237,0.0
-5.493935222104588,0.5493935222104588,0.0
-10.672336064925627,1.0672336064925627,0.0
-12.917128404925478,1.291712840492548,0.0
-1.7510579391030199,0.175105793910302,0.0
-4.949331935829154,0.4949331935829154,0.3998010189049559
-8.992742979891947,0.8992742979891948,0.0
-17.934202316764306,1.7934202316764307,0.0
-12.002339890090298,1.20023398900903,0.0
-11.716673223438193,1.1716673223438192,0.0
-16.11723989008351,1.6117239890083512,0.0
-23.503906556768925,2.3503906556768928,0.0
-20.75020655676599,2.075020655676599,0.0
-16.375806556749012,1.6375806556749013,0.0
-12.427806556763244,1.2427806556763246,0.0
-12.30610655675082,1.230610655675082,0.0
-10.143839890108211,1.014383989010821,0.0
-8.079539890095475,0.8079539890095475,0.0
-5.203339890094867,0.5203339890094867,0.0
-4.493606556758095,0.4493606556758096,0.0
-4.784673223424761,0.47846732234247613,0.0
-4.435539890087966,0.44355398900879667,0.0
-5.095006556766748,0.5095006556766748,0.0
-8.51940655675935,0.851940655675935,0.0
-10.038418292092,1.0038418292092002,0.0
-5.65320945377322,0.565320945377322,0.0
-9.065398265744358,0.9065398265744359,0.0
-6.461260402772924,0.6461260402772924,0.0
-0.029661766093997066,0.002966176609399707,0.0
-0.3350927580986829,0.03350927580986829,0.0
-4.095339788703084,0.40953397887030846,0.0
-10.662151679546184,1.0662151679546186,0.0
-8.753739890089491,0.8753739890089491,0.0
-14.986339890090676,1.4986339890090676,0.0
-14.348139890100356,1.4348139890100358,0.0
-22.071006556752764,2.2071006556752764,0.0
-22.803406556749906,2.2803406556749906,0.0
-15.39340655678643,1.539340655678643,0.0
-14.45120655674691,1.4451206556746912,0.0
-12.667139890108956,1.2667139890108956,0.0
-9.739073223421656,0.9739073223421656,0.0
-5.779139890091756,0.5779139890091756,0.0
-5.393006556751061,0.5393006556751061,0.0
-4.845139890101564,0.4845139890101564,0.0
-4.832206556762685,0.48322065567626854,0.0
-4.7303398900949105,0.47303398900949106,0.0
-4.8280732234234165,0.4828073223423417,0.0
-7.0586732234332885,0.7058673223433289,0.0
-7.174731263755307,0.7174731263755307,0.0
-5.403609067599047,0.5403609067599047,0.0
-3.2464179781003417,0.3246417978100342,0.0
-3.010403963095569,0.3010403963095569,0.0
0.5636089275725142,-0.056360892757251424,0.0
0.40161519291077674,-0.040161519291077676,0.0
-9.030248681063998,0.9030248681063999,0.0
-7.559240151853514,0.7559240151853515,0.0
-9.615108136836874,0.9615108136836874,0.0
-14.134006556758322,1.4134006556758323,0.0
-18.32567322343857,1.8325673223438572,0.0
-23.109073223422456,2.3109073223422456,0.0
-17.573139890111634,1.7573139890111635,0.0
-16.71693989007872,1.6716939890078721,0.0
-13.425273223425393,1.3425273223425394,0.0
-9.88420655677146,0.988420655677146,0.0
-8.850539890090658,0.8850539890090658,0.0
-6.53000655676442,0.653000655676442,0.0
-5.026606556766637,0.5026606556766637,0.0
-4.818773223416429,0.4818773223416429,0.0
-4.431439890098773,0.4431439890098773,0.0
-4.618606556756276,0.4618606556756277,0.0
-4.760673223419872,0.4760673223419872,0.0
-6.61933989010322,0.661933989010322,0.0
-6.861374014277033,0.6861374014277034,0.0
-7.576135232419814,0.7576135232419814,0.0
-2.3658590385874323,0.23658590385874323,0.0
-6.950966901089657,0.6950966901089658,0.0
0.21513487257076847,-0.021513487257076847,0.0
-7.279758539601831,0.7279758539601832,0.0
-11.199774779435451,1.1199774779435452,0.0
-17.153086610266644,1.7153086610266646,0.0
-14.041739890077224,1.4041739890077225,0.0
-11.925273223443583,1.1925273223443582,0.0
-14.735206556753838,1.473520655675384,0.0
-22.993339890090283,2.2993339890090283,0.0
-19.84620655676372,1.984620655676372,0.0
-14.07467322343291,1.4074673223432912,0.0
-12.980073223416184,1.2980073223416184,0.0
-10.684406556778413,1.0684406556778414,0.0
-9.791273223425378,0.9791273223425379,0.0
-7.4579065567559155,0.7457906556755916,0.0
-5.02190655675804,0.502190655675804,0.0
-5.039873223428003,0.5039873223428003,0.0
-4.434139890103324,0.44341398901033247,0.0
-4.531873223428192,0.4531873223428193,0.0
-4.5384732234215335,0.45384732234215336,0.0
-7.138473223421897,0.7138473223421897,0.0
-7.804575539933422,0.7804575539933423,0.0
-1.9982643527565187,0.1998264352756519,0.0
-8.295870570268299,0.82958705702683,0.0
-7.873771574931752,0.7873771574931752,0.0
1.4940446415710307,-0.14940446415710307,0.0
-1.7607001336295247,0.17607001336295247,1.4658619399061772
-10.753962422110352,1.0753962422110352,0.0
-11.506732816420726,1.1506732816420726,0.0
-13.312873223429051,1.3312873223429051,0.0
-13.553339890106145,1.3553339890106146,0.0
-16.591939890089634,1.6591939890089635,0.0
-19.006006556763168,1.9006006556763169,0.0
-21.604273223416385,2.1604273223416386,0.0
-15.5555398901015,1.55555398901015,0.0
-14.028739890100042,1.4028739890100042,0.0
-11.615339890096948,1.1615339890096947,0.0
-10.342339890099538,1.034233989009954,0.0
-7.598006556760083,0.7598006556760084,0.0
-6.301539890080676,0.6301539890080676,0.0
-4.580206556767735,0.45802065567677347,0.0
-4.586873223412113,0.4586873223412113,0.0
-4.435206556783669,0.4435206556783669,0.0
-5.829073223432715,0.5829073223432716,0.0
-7.793939890090769,0.779393989009077,0.0
-11.359386488092188,1.135938648809219,0.0
-5.138146448919292,0.5138146448919292,0.0
-6.034892144934837,0.6034892144934837,0.0
-9.880734497089446,0.9880734497089446,0.0
1.9910955802391133,-0.19910955802391134,0.0
1.0213155815706516,-0.10213155815706516,0.0
-1.06394376909551,0.106394376909551,0.0
-8.059981620541349,0.8059981620541349,0.0
-10.210473223436566,1.0210473223436567,0.0
-11.823910759246022,1.1823910759246024,0.0
-17.804206556744248,1.7804206556744249,0.0
-19.16227322343002,1.9162273223430022,0.0
-21.032839890091054,2.1032839890091055,0.0
-18.211706556756326,1.8211706556756326,0.0
-12.999873223448958,1.299987322344896,0.0
-11.875873223412782,1.1875873223412783,0.0
-8.060939890110603,0.8060939890110603,0.0
-6.047139890080871,0.6047139890080871,0.0
-4.764873223430186,0.4764873223430186,0.0
-4.806873223429648,0.4806873223429648,0.0
-4.528806556763811,0.45288065567638114,0.0
-4.590006556771186,0.4590006556771187,0.0
-5.28347322341142,0.528347322341142,0.0
-7.223539890101165,0.7223539890101165,0.0
-6.893991075088729,0.6893991075088729,0.0
-5.840091807766463,0.5840091807766463,0.0
-2.421578324829096,0.2421578324829096,0.0
-3.048305708859858,0.3048305708859858,0.0
-0.061247598428648686,0.006124759842864869,0.0
-3.033279197696497,0.3033279197696497,0.0
-7.659809346596936,0.7659809346596936,0.0
-8.091569647342077,0.8091569647342077,0.0
-9.170473223424779,0.9170473223424779,0.0
-12.574146016137817,1.2574146016137817,0.0
-18.523939890099427,1.8523939890099428,0.0
-19.405406556752496,1.9405406556752496,0.0
-19.533006556759574,1.9533006556759576,0.0
-16.850139890097125,1.6850139890097127,0.0
-12.986206556764955,1.2986206556764956,0.0
-12.41027322341506,1.2410273223415063,0.0
-10.209273223437776,1.0209273223437776,0.0
-6.4715398901007575,0.6471539890100758,0.0
-5.150406556753296,0.5150406556753296,0.0
-4.798206556772129,0.47982065567721294,0.0
-4.570673223432095,0.45706732234320957,0.0
-4.757806556750438,0.47578065567504385,0.0
-5.759473223426539,0.575947322342654,0.0
-9.077406556754795,0.9077406556754796,0.0
-7.217424361431508,0.7217424361431508,0.0
-3.2234150071778345,0.32234150071778345,0.0
-1.2354943410903005,0.12354943410903006,0.0
-4.922163792117213,0.49221637921172134,0.0
-12.156737436948411,1.2156737436948413,0.0
-4.306706083668697,0.4306706083668697,0.0
-3.6040998417565797,0.360409984175658,0.0
-11.148656596233764,1.1148656596233764,0.0
-12.702606556769751,1.2702606556769753,0.0
-12.369139890080987,1.236913989008099,0.0
-13.317406556769129,1.331740655676913,0.0
-20.257606556764586,2.0257606556764585,0.0
-18.92987322341469,1.8929873223414688,0.0
-16.35527322343296,1.635527322343296,0.0
-14.34753989008641,1.434753989008641,0.0
-11.388606556765808,1.1388606556765808,0.0
-9.480539890091677,0.9480539890091677,0.0
-6.261873223433213,0.6261873223433213,0.0
-4.907073223421321,0.4907073223421321,0.0
-4.69933989009769,0.469933989009769,0.0
-4.679406556762842,0.46794065567628423,0.0
-4.998373223419549,0.4998373223419549,0.0
-5.301973223440655,0.5301973223440655,0.0
