demand_electricity,electricity_balance,pv,supply_grid_power,heat_pump
-0.0,-1.6293333333233022,0.0,0.0,-0.0
-0.0,-1.5640000000021246,0.0,0.0,-0.0
-0.0,-1.3193333333401824,0.0,0.0,-0.0
-0.0,-1.2469999999993888,0.0,0.0,-0.0
-0.0,-1.3319999999985157,0.0,0.0,-0.0
-0.0,-1.3243333333339251,0.0,0.0,-0.0
-0.0,-1.2863865116663953,0.0,0.0,-0.0
-0.0,-0.4886958733307236,0.0,0.0,-0.0
-0.0,-1.8594259653336631,0.0,0.0,-0.0
-0.0,-2.2635301323346817,0.0,0.0,-0.0
-0.0,6.073513498331771,0.0,0.0,-0.0
-0.0,4.827585508669889,0.0,0.0,-0.0
-0.0,3.294197096659498,0.0,0.0,-0.0
-0.0,3.6385227793400956,0.0,0.0,-0.0
-0.0,1.441316122331655,0.0,0.0,-0.0
-0.0,-2.0595297586589445,0.0,0.0,-0.0
-0.0,-2.9996666666738747,0.0,0.0,-0.0
-0.0,-5.1243333333331975,0.0,0.0,-0.0
-0.0,-5.063333333335322,0.0,0.0,-0.0
-0.0,-4.715666666666948,0.0,0.0,-0.0
-0.0,-4.619333333332179,0.0,0.0,-0.0
-0.0,-4.687333333327842,0.0,0.0,-0.0
-0.0,-3.093333333337796,0.0,0.0,-0.0
-0.0,-1.7276666666693927,0.0,0.0,-0.0
-0.0,-1.446333333333314,0.0,0.0,-0.0
-0.0,-1.366666666661331,0.0,0.0,-0.0
-0.0,-1.167666666668083,0.0,0.0,-0.0
-0.0,-1.198999999996886,0.0,0.0,-0.0
-0.0,-1.1200000000026193,0.0,0.0,-0.0
-0.0,-1.4496666666673264,0.0,0.0,-0.0
-0.0,-0.9118023469996799,0.0,0.0,-0.0
-0.0,-0.940648686331655,0.0,0.0,-0.0
-0.0,-0.7370000876716338,0.0,0.0,-0.0
-0.0,-1.3175329256625825,0.0,0.0,-0.0
-0.0,6.858669946995487,0.0,0.0,-0.0
-0.0,5.300824472670673,0.0,0.0,-0.0
-0.0,4.002184166669975,0.0,0.0,-0.0
-0.0,1.1986198426662202,0.0,0.0,-0.0
-0.0,-1.0652294406713425,0.0,0.0,-0.0
-0.0,-1.435755394335293,0.0,0.0,-0.0
-0.0,-1.8471830556631355,0.0,0.0,-0.0
-0.0,-3.033000000003085,0.0,0.0,-0.0
-0.0,-5.595666666664329,0.0,0.0,-0.0
-0.0,-6.21133333333637,0.0,0.0,-0.0
-0.0,-4.315000000002328,0.0,0.0,-0.0
-0.0,-4.83466666665845,0.0,0.0,-0.0
-0.0,-3.593666666667559,0.0,0.0,-0.0
-0.0,-2.547000000002299,0.0,0.0,-0.0
-0.0,-2.2303333333329647,0.0,0.0,-0.0
-0.0,-1.5449999999982538,0.0,0.0,-0.0
-0.0,-1.4813333333331684,0.0,0.0,-0.0
-0.0,-1.3883333333324117,0.0,0.0,-0.0
-0.0,-1.3180000000029395,0.0,0.0,-0.0
-0.0,-1.6316666666643869,0.0,0.0,-0.0
-0.0,-1.1487990250014553,0.0,0.0,-0.0
-0.0,-0.7372669376670062,0.0,0.0,-0.0
-0.0,0.06810622433377977,0.0,0.0,-0.0
-0.0,0.0017215289956054036,0.0,0.0,-0.0
-0.0,4.404993871003231,0.0,0.0,-0.0
-0.0,3.8226614343323817,0.0,0.0,-0.0
-0.0,1.7699009446722158,0.0,0.0,-0.0
-0.0,3.658743284331277,0.0,0.0,-0.0
-0.0,-1.3449337110004949,0.0,0.0,-0.0
-0.0,-2.548991085002794,0.0,0.0,-0.0
-0.0,-2.236000000000786,0.0,0.0,-0.0
-0.0,-3.0703333333294722,0.0,0.0,-0.0
-0.0,-5.317333333332499,0.0,0.0,-0.0
-0.0,-5.75866666667207,0.0,0.0,-0.0
-0.0,-3.766333333333023,0.0,0.0,-0.0
-0.0,-3.1899999999986903,0.0,0.0,-0.0
-0.0,-3.21833333333052,0.0,0.0,-0.0
-0.0,-2.5346666666664532,0.0,0.0,-0.0
-0.0,-1.9136666666672681,0.0,0.0,-0.0
-0.0,-1.4036666666652309,0.0,0.0,-0.0
-0.0,-1.1719999999986612,0.0,0.0,-0.0
-0.0,-1.2960000000020955,0.0,0.0,-0.0
-0.0,-1.261000000002241,0.0,0.0,-0.0
-0.0,-1.4279999999998836,0.0,0.0,-0.0
-0.0,-1.0131900709959547,0.0,0.0,-0.0
-0.0,-1.5035471866718084,0.0,0.0,-0.0
-0.0,-3.2287793839964496,0.0,0.0,-0.0
-0.0,-3.881317695339542,0.0,0.0,-0.0
-0.0,5.777383381334131,0.0,0.0,-0.0
-0.0,3.708169721665376,0.0,0.0,-0.0
-0.0,3.531830671667965,0.0,0.0,-0.0
-0.0,4.742971678670497,0.0,0.0,-0.0
-0.0,2.051873654670615,0.0,0.0,-0.0
-0.0,-1.327701670338669,0.0,0.0,-0.0
-0.0,-3.115304681659323,0.0,0.0,-0.0
-0.0,-4.7726666666712845,0.0,0.0,-0.0
-0.0,-7.72166666666817,0.0,0.0,-0.0
-0.0,-8.536666666663223,0.0,0.0,-0.0
-0.0,-7.606333333336806,0.0,0.0,-0.0
-0.0,-4.059333333334507,0.0,0.0,-0.0
-0.0,-2.7180000000007567,0.0,0.0,-0.0
-0.0,-2.373666666666395,0.0,0.0,-0.0
-0.0,-1.5813333333280752,0.0,0.0,-0.0
-0.0,-1.1293333333342161,0.0,0.0,-0.0
-0.0,-1.474000000001979,0.0,0.0,-0.0
-0.0,-1.2333333333299379,0.0,0.0,-0.0
-0.0,-1.1426666666739038,0.0,0.0,-0.0
-0.0,-1.3476666666610981,0.0,0.0,-0.0
-0.0,-0.5771612343374175,0.0,0.0,-0.0
-0.0,-0.04635275099452896,0.0,0.0,-0.0
-0.0,-0.927498814673962,0.0,0.0,-0.0
-0.0,-1.311421030998603,0.0,0.0,-0.0
-0.0,2.3712270183355546,0.0,0.0,-0.0
-0.0,1.831792452998691,0.0,0.0,-0.0
-0.0,-0.7126508323310725,0.0,0.0,-0.0
-0.0,1.6163035303354674,0.0,0.0,-0.0
-0.0,-0.6385492113345945,0.0,0.0,-0.0
-0.0,-2.9201693666669772,0.0,0.0,-0.0
-0.0,-3.630666666671459,0.0,0.0,-0.0
-0.0,-3.7906666666603996,0.0,0.0,-0.0
-0.0,-7.006666666671663,0.0,0.0,-0.0
-0.0,-6.653999999998632,0.0,0.0,-0.0
-0.0,-4.216000000003987,0.0,0.0,-0.0
-0.0,-3.7933333333312476,0.0,0.0,-0.0
-0.0,-3.0076666666609526,0.0,0.0,-0.0
-0.0,-2.220000000001164,0.0,0.0,-0.0
-0.0,-1.5020000000040454,0.0,0.0,-0.0
-0.0,-1.0829999999950815,0.0,0.0,-0.0
-0.0,-1.305000000003929,0.0,0.0,-0.0
-0.0,-1.1913333333359333,0.0,0.0,-0.0
-0.0,-1.1683333333312476,0.0,0.0,-0.0
-0.0,-1.5266666666648234,0.0,0.0,-0.0
-0.0,-2.005560938333401,0.0,0.0,-0.0
-0.0,-2.4918993093308983,0.0,0.0,-0.0
-0.0,-2.935508333003318,0.0,0.0,-0.0
-0.0,-4.062891692002852,0.0,0.0,-0.0
-0.0,-2.1260532343308403,0.0,0.0,-0.0
-0.0,-4.040720259000873,0.0,0.0,-0.0
-0.0,-2.1348092043286573,0.0,0.0,-0.0
-0.0,-1.0626489423374466,0.0,0.0,-0.0
-0.0,-2.8092523896648527,0.0,0.0,-0.0
-0.0,-2.027749674002503,0.0,0.0,-0.0
-0.0,-3.037950407995256,0.0,0.0,-0.0
-0.0,-3.337666666669975,0.0,0.0,-0.0
-0.0,-6.59066666666331,0.0,0.0,-0.0
-0.0,-7.0310000000026776,0.0,0.0,-0.0
-0.0,-3.92166666666526,0.0,0.0,-0.0
-0.0,-4.091000000003987,0.0,0.0,-0.0
-0.0,-4.059333333334507,0.0,0.0,-0.0
-0.0,-2.766666666662786,0.0,0.0,-0.0
-0.0,-1.6006666666653473,0.0,0.0,-0.0
-0.0,-1.3563333333331684,0.0,0.0,-0.0
-0.0,-1.4006666666682577,0.0,0.0,-0.0
-0.0,-1.2826666666660458,0.0,0.0,-0.0
-0.0,-1.0470000000022992,0.0,0.0,-0.0
-0.0,-1.6446666666670353,0.0,0.0,-0.0
-0.0,-1.4563178233318297,0.0,0.0,-0.0
-0.0,-0.2264094996642121,0.0,0.0,-0.0
-0.0,0.22464749099868975,0.0,0.0,-0.0
-0.0,2.4309768376638923,0.0,0.0,-0.0
-0.0,5.2816076470008735,0.0,0.0,-0.0
-0.0,-1.3412609359987777,0.0,0.0,-0.0
-0.0,-2.234088504002649,0.0,0.0,-0.0
-0.0,-1.563702324666366,0.0,0.0,-0.0
-0.0,-0.7990211509985738,0.0,0.0,-0.0
-0.0,-0.967081870332208,0.0,0.0,-0.0
-0.0,-2.4441021700029686,0.0,0.0,-0.0
-0.0,-3.465666666666948,0.0,0.0,-0.0
-0.0,-5.716999999993277,0.0,0.0,-0.0
-0.0,-5.084000000006199,0.0,0.0,-0.0
-0.0,-4.463333333329501,0.0,0.0,-0.0
-0.0,-2.9883333333382325,0.0,0.0,-0.0
-0.0,-3.278999999994994,0.0,0.0,-0.0
-0.0,-2.6243333333368355,0.0,0.0,-0.0
-0.0,-1.5799999999981083,0.0,0.0,-0.0
-0.0,-1.1023333333323535,0.0,0.0,-0.0
-0.0,-1.3193333333329065,0.0,0.0,-0.0
-0.0,-1.1353333333318005,0.0,0.0,-0.0
-0.0,-1.3720000000030268,0.0,0.0,-0.0
-0.0,-1.1544768976697128,0.0,0.0,-0.0
-0.0,-0.9525613539960129,0.0,0.0,-0.0
-0.0,0.08269568367038205,0.0,0.0,-0.0
-0.0,-1.033898589340881,0.0,0.0,-0.0
-0.0,-1.3173318156665115,0.0,0.0,-0.0
-0.0,3.6296823866697405,0.0,0.0,-0.0
-0.0,2.8953754643357303,0.0,0.0,-0.0
-0.0,4.837813508330402,0.0,0.0,-0.0
-0.0,3.2688216280017173,0.0,0.0,-0.0
-0.0,1.7122127970000873,0.0,0.0,-0.0
-0.0,-3.630041788330142,0.0,0.0,-0.0
-0.0,-4.063593654338786,0.0,0.0,-0.0
-0.0,-3.678666666663048,0.0,0.0,-0.0
-0.0,-5.335666666669567,0.0,0.0,-0.0
-0.0,-5.421999999995023,0.0,0.0,-0.0
-0.0,-4.892666666670266,0.0,0.0,-0.0
-0.0,-5.306000000004133,0.0,0.0,-0.0
-0.0,-3.7529999999933352,0.0,0.0,-0.0
-0.0,-2.0230000000010477,0.0,0.0,-0.0
-0.0,-1.51933333334091,0.0,0.0,-0.0
-0.0,-1.2656666666625824,0.0,0.0,-0.0
-0.0,-1.5540000000000873,0.0,0.0,-0.0
-0.0,-1.2839999999960128,0.0,0.0,-0.0
-0.0,-1.2640000000028522,0.0,0.0,-0.0
-0.0,-1.3540445560024157,0.0,0.0,-0.0
-0.0,-1.200184730329705,0.0,0.0,-0.0
-0.0,-0.5993059860009893,0.0,0.0,-0.0
-0.0,0.6414931646615929,0.0,0.0,-0.0
-0.0,0.41355305233901785,0.0,0.0,-0.0
-0.0,6.226064351333633,0.0,0.0,-0.0
-0.0,0.6022317270025317,0.0,0.0,-0.0
-0.0,3.3081836913288036,0.0,0.0,-0.0
-0.0,-0.3888601353359915,0.0,0.0,-0.0
-0.0,1.0638241450001167,0.0,0.0,-0.0
-0.0,-1.8132911629998254,0.0,0.0,-0.0
-0.0,-2.475912259662728,0.0,0.0,-0.0
-0.0,-2.533000000006723,0.0,0.0,-0.0
-0.0,-5.62933333332694,0.0,0.0,-0.0
-0.0,-4.94800000000032,0.0,0.0,-0.0
-0.0,-4.489333333334798,0.0,0.0,-0.0
-0.0,-4.3756666666704405,0.0,0.0,-0.0
-0.0,-3.3193333333329065,0.0,0.0,-0.0
-0.0,-2.657666666662408,0.0,0.0,-0.0
-0.0,-1.6966666666703532,0.0,0.0,-0.0
-0.0,-0.9033333333354676,0.0,0.0,-0.0
-0.0,-1.3109999999905995,0.0,0.0,-0.0
-0.0,-1.193666666669742,0.0,0.0,-0.0
-0.0,-1.217000000000553,0.0,0.0,-0.0
-0.0,-1.3737309953320043,0.0,0.0,-0.0
-0.0,-0.7872191140026485,0.0,0.0,-0.0
-0.0,-2.0585116453357295,0.0,0.0,-0.0
-0.0,-1.8714954226642706,0.0,0.0,-0.0
-0.0,7.05467875233049,0.0,0.0,-0.0
-0.0,-1.9547569209925202,0.0,0.0,-0.0
-0.0,-1.3405163526746602,0.0,0.0,-0.0
-0.0,-2.602581486328308,0.0,0.0,-0.0
-0.0,3.5077196430001436,0.0,0.0,-0.0
-0.0,-0.8875444413309856,0.0,0.0,-0.0
-0.0,-1.4766975956702075,0.0,0.0,-0.0
-0.0,-2.9173494316685487,0.0,0.0,-0.0
-0.0,-2.7906666666640376,0.0,0.0,-0.0
-0.0,-5.268999999996595,0.0,0.0,-0.0
-0.0,-4.6683333333348855,0.0,0.0,-0.0
-0.0,-2.9620000000068103,0.0,0.0,-0.0
-0.0,-3.471333333331131,0.0,0.0,-0.0
-0.0,-3.0626666666648816,0.0,0.0,-0.0
-0.0,-2.417666666660807,0.0,0.0,-0.0
-0.0,-1.4090000000032887,0.0,0.0,-0.0
-0.0,-1.2396666666645615,0.0,0.0,-0.0
-0.0,-1.1156666666720412,0.0,0.0,-0.0
-0.0,-1.3889999999992142,0.0,0.0,-0.0
-0.0,-1.09066666666331,0.0,0.0,-0.0
-0.0,-1.6055081073388437,0.0,0.0,-0.0
-0.0,-1.4884230706607782,0.0,0.0,-0.0
-0.0,-1.7349541563354385,0.0,0.0,-0.0
-0.0,-4.087294594332092,0.0,0.0,-0.0
-0.0,6.0742275786678785,0.0,0.0,-0.0
-0.0,5.078727752330838,0.0,0.0,-0.0
-0.0,2.1635650163321785,0.0,0.0,-0.0
-0.0,3.001458545004862,0.0,0.0,-0.0
-0.0,3.331480525659904,0.0,0.0,-0.0
-0.0,3.117794339001775,0.0,0.0,-0.0
-0.0,-0.2005518099983994,0.0,0.0,-0.0
-0.0,-2.668072482668112,0.0,0.0,-0.0
-0.0,-3.9730000000017753,0.0,0.0,-0.0
-0.0,-5.004999999993743,0.0,0.0,-0.0
-0.0,-4.699333333333925,0.0,0.0,-0.0
-0.0,-4.080666666672187,0.0,0.0,-0.0
-0.0,-3.9556666666649107,0.0,0.0,-0.0
-0.0,-3.896999999997206,0.0,0.0,-0.0
-0.0,-2.644333333337272,0.0,0.0,-0.0
-0.0,-1.81166666666104,0.0,0.0,-0.0
-0.0,-1.4036666666761448,0.0,0.0,-0.0
-0.0,-1.2669999999961874,0.0,0.0,-0.0
-0.0,-1.2383333333345945,0.0,0.0,-0.0
-0.0,-1.1613333333298215,0.0,0.0,-0.0
-0.0,-0.9622096586668607,0.0,0.0,-0.0
-0.0,-0.5754833909967403,0.0,0.0,-0.0
-0.0,-0.14225810700358,0.0,0.0,-0.0
-0.0,0.42817938199775885,0.0,0.0,-0.0
-0.0,1.5351995463309267,0.0,0.0,-0.0
-0.0,0.06386998334067684,0.0,0.0,-0.0
-0.0,0.41975969866589935,0.0,0.0,-0.0
-0.0,-0.30595498533977494,0.0,0.0,-0.0
-0.0,0.17368119233677692,0.0,0.0,-0.0
-0.0,1.3129000560026194,0.0,0.0,-0.0
-0.0,-3.099307353663834,0.0,0.0,-0.0
-0.0,-3.934415786672594,0.0,0.0,-0.0
-0.0,-5.049000000002707,0.0,0.0,-0.0
-0.0,-7.720666666660691,0.0,0.0,-0.0
-0.0,-6.995666666669422,0.0,0.0,-0.0
-0.0,-6.460999999999331,0.0,0.0,-0.0
-0.0,-4.64333333333343,0.0,0.0,-0.0
-0.0,-3.389000000002852,0.0,0.0,-0.0
-0.0,-2.4693333333307237,0.0,0.0,-0.0
-0.0,-1.8726666666661913,0.0,0.0,-0.0
-0.0,-1.405333333332237,0.0,0.0,-0.0
-0.0,-1.2676666666702658,0.0,0.0,-0.0
-0.0,-1.0346666666664532,0.0,0.0,-0.0
-0.0,-1.1203333333323826,0.0,0.0,-0.0
-0.0,-1.2257740919967985,0.0,0.0,-0.0
-0.0,-0.5559381456706443,0.0,0.0,-0.0
-0.0,-1.4106447366634556,0.0,0.0,-0.0
-0.0,-1.772829944000815,0.0,0.0,-0.0
-0.0,2.6681091496643283,0.0,0.0,-0.0
-0.0,4.044859720665464,0.0,0.0,-0.0
-0.0,1.4094005713380868,0.0,0.0,-0.0
-0.0,-1.2532704693398031,0.0,0.0,-0.0
-0.0,-1.5611129966626407,0.0,0.0,-0.0
-0.0,-2.27455992100227,0.0,0.0,-0.0
-0.0,-2.519652102997439,0.0,0.0,-0.0
-0.0,-3.537333333333663,0.0,0.0,-0.0
-0.0,-4.828666666671779,0.0,0.0,-0.0
-0.0,-6.998666666659119,0.0,0.0,-0.0
-0.0,-5.323666666670761,0.0,0.0,-0.0
-0.0,-3.678666666663048,0.0,0.0,-0.0
-0.0,-4.806000000000495,0.0,0.0,-0.0
-0.0,-3.3523333333287155,0.0,0.0,-0.0
-0.0,-2.7546666666748933,0.0,0.0,-0.0
-0.0,-2.300666666658799,0.0,0.0,-0.0
-0.0,-1.6343333333388728,0.0,0.0,-0.0
-0.0,-1.2976666666654637,0.0,0.0,-0.0
-0.0,-1.320000000003347,0.0,0.0,-0.0
-0.0,-1.2226666666647361,0.0,0.0,-0.0
-0.0,-1.3030245293297051,0.0,0.0,-0.0
-0.0,-1.588979234671168,0.0,0.0,-0.0
-0.0,-0.6012043253310728,0.0,0.0,-0.0
-0.0,-1.0719521959989233,0.0,0.0,-0.0
-0.0,6.254516533999766,0.0,0.0,-0.0
-0.0,6.376252282329531,0.0,0.0,-0.0
-0.0,7.466357386667124,0.0,0.0,-0.0
-0.0,5.127688956003288,0.0,0.0,-0.0
-0.0,4.425940453665493,0.0,0.0,-0.0
-0.0,3.4513362323341576,0.0,0.0,-0.0
-0.0,-0.3954651763367192,0.0,0.0,-0.0
-0.0,-2.400277855665929,0.0,0.0,-0.0
-0.0,-3.5063333333309856,0.0,0.0,-0.0
-0.0,-3.8086666666640667,0.0,0.0,-0.0
-0.0,-5.753333333334012,0.0,0.0,-0.0
-0.0,-5.571000000007189,0.0,0.0,-0.0
-0.0,-5.021666666660167,0.0,0.0,-0.0
-0.0,-5.275333333338494,0.0,0.0,-0.0
-0.0,-2.2493333333295595,0.0,0.0,-0.0
-0.0,-1.4490000000005239,0.0,0.0,-0.0
-0.0,-1.20333333333474,0.0,0.0,-0.0
-0.0,-1.2546666666676174,0.0,0.0,-0.0
-0.0,-1.4249999999992724,0.0,0.0,-0.0
-0.0,-1.2173333333303162,0.0,0.0,-0.0
-0.0,-1.3098657506651143,0.0,0.0,-0.0
-0.0,-0.7388965276703823,0.0,0.0,-0.0
-0.0,-0.49134888699796275,0.0,0.0,-0.0
-0.0,-1.29000326733279,0.0,0.0,-0.0
-0.0,5.729049959667208,0.0,0.0,-0.0
-0.0,3.3257746533272314,0.0,0.0,-0.0
-0.0,4.558407333331596,0.0,0.0,-0.0
-0.0,5.432367922005588,0.0,0.0,-0.0
-0.0,2.521558995999883,0.0,0.0,-0.0
-0.0,0.5195673459978756,0.0,0.0,-0.0
-0.0,0.07958306800241566,0.0,0.0,-0.0
-0.0,-3.6433655690030267,0.0,0.0,-0.0
-0.0,-3.619333333328541,0.0,0.0,-0.0
-0.0,-7.481000000003405,0.0,0.0,-0.0
-0.0,-8.003333333330374,0.0,0.0,-0.0
-0.0,-4.205000000001746,0.0,0.0,-0.0
-0.0,-4.487666666664154,0.0,0.0,-0.0
-0.0,-3.2303333333293267,0.0,0.0,-0.0
-0.0,-2.4076666666733217,0.0,0.0,-0.0
-0.0,-1.7126666666699748,0.0,0.0,-0.0
-0.0,-1.5106666666652018,0.0,0.0,-0.0
-0.0,-1.2786666666652309,0.0,0.0,-0.0
-0.0,-1.2340000000040163,0.0,0.0,-0.0
-0.0,-1.297999999998865,0.0,0.0,-0.0
-0.0,-1.4345211839959546,0.0,0.0,-0.0
-0.0,-2.2380419160063445,0.0,0.0,-0.0
-0.0,-0.7233598343244956,0.0,0.0,-0.0
-0.0,1.466972720327289,0.0,0.0,-0.0
-0.0,5.991831805003638,0.0,0.0,-0.0
-0.0,6.238942193332559,0.0,0.0,-0.0
-0.0,4.352726157662699,0.0,0.0,-0.0
-0.0,2.8306348516722153,0.0,0.0,-0.0
-0.0,-0.08247295067262339,0.0,0.0,-0.0
-0.0,-2.4633398029956055,0.0,0.0,-0.0
-0.0,-2.8969396703299086,0.0,0.0,-0.0
-0.0,-2.8603333333339833,0.0,0.0,-0.0
-0.0,-4.107000000003609,0.0,0.0,-0.0
-0.0,-7.244666666669218,0.0,0.0,-0.0
-0.0,-5.844666666664125,0.0,0.0,-0.0
-0.0,-5.581999999998516,0.0,0.0,-0.0
-0.0,-4.0,0.0,0.0,-0.0
-0.0,-2.70066666666753,0.0,0.0,-0.0
-0.0,-1.6413333333366609,0.0,0.0,-0.0
-0.0,-1.3909999999959837,0.0,0.0,-0.0
-0.0,-1.3761815181496786,0.0,0.0,-0.0
-0.0,-1.3258646864705952,0.0,0.0,-0.0
-0.0,-1.2025313531303254,0.0,0.0,-0.0
-0.0,-1.3198646864693728,0.0,0.0,-0.0
-0.0,-1.4281980198029487,0.0,0.0,-0.0
-0.0,-1.9163998018057136,0.0,0.0,-0.0
-0.0,-1.407263379468529,0.0,0.0,-0.0
-0.0,-1.0564036157966914,0.0,0.0,-0.0
-0.0,-0.18110332080015468,0.0,0.0,-0.0
-0.0,2.4407354511892514,0.0,0.0,-0.0
-0.0,2.647023114532402,0.0,0.0,-0.0
-0.0,6.246146200531035,0.0,0.0,-0.0
-0.0,7.1505228042060445,0.0,0.0,-0.0
-0.0,-0.7086370704757465,0.0,0.0,-0.0
-0.0,1.1076736878652214,0.0,0.0,-0.0
-0.0,-2.0817938731360006,0.0,0.0,-0.0
-0.0,-2.932864686466928,0.0,0.0,-0.0
-0.0,-4.3648646864749026,0.0,0.0,-0.0
-0.0,-4.592531353133381,0.0,0.0,-0.0
-0.0,-3.70753135313862,0.0,0.0,-0.0
-0.0,-4.256531353130413,0.0,0.0,-0.0
-0.0,-3.6311980198042875,0.0,0.0,-0.0
-0.0,-2.4378646864715847,0.0,0.0,-0.0
-0.0,-1.7385313531267457,0.0,0.0,-0.0
-0.0,-1.3855313531385036,0.0,0.0,-0.0
-0.0,-1.539732673263643,0.0,0.0,-0.0
-0.0,-1.2793333333393093,0.0,0.0,-0.0
-0.0,-1.2466666666623496,0.0,0.0,-0.0
-0.0,-1.3099007670077998,0.0,0.0,-0.0
-0.0,-0.9674283653310147,0.0,0.0,-0.0
-0.0,-1.3295645169977008,0.0,0.0,-0.0
-0.0,-1.7173797576674428,0.0,0.0,-0.0
-0.0,7.547473311334974,0.0,0.0,-0.0
-0.0,7.380678981335235,0.0,0.0,-0.0
-0.0,7.734898297666918,0.0,0.0,-0.0
-0.0,4.957774703330404,0.0,0.0,-0.0
-0.0,5.370320774669393,0.0,0.0,-0.0
-0.0,3.5873294839961583,0.0,0.0,-0.0
-0.0,-0.5692183859957218,0.0,0.0,-0.0
-0.0,-4.049925216663776,0.0,0.0,-0.0
-0.0,-4.2233333333388146,0.0,0.0,-0.0
-0.0,-4.974999999998545,0.0,0.0,-0.0
-0.0,-5.615333333335002,0.0,0.0,-0.0
-0.0,-3.719666666664125,0.0,0.0,-0.0
-0.0,-3.8580000000001746,0.0,0.0,-0.0
-0.0,-3.61699999999837,0.0,0.0,-0.0
-0.0,-2.6093333333374176,0.0,0.0,-0.0
-0.0,-2.1256666666631645,0.0,0.0,-0.0
-0.0,-1.111333333334187,0.0,0.0,-0.0
-0.0,-1.3620000000009895,0.0,0.0,-0.0
-0.0,-1.1206666666694218,0.0,0.0,-0.0
-0.0,-1.0443333333314513,0.0,0.0,-0.0
-0.0,-1.210136029667006,0.0,0.0,-0.0
-0.0,-0.39540036599973805,0.0,0.0,-0.0
-0.0,-1.2438631053323244,0.0,0.0,-0.0
-0.0,-1.7591300576669189,0.0,0.0,-0.0
-0.0,7.089798529335001,0.0,0.0,-0.0
-0.0,8.129638325333751,0.0,0.0,-0.0
-0.0,6.174509830335264,0.0,0.0,-0.0
-0.0,4.786312614663601,0.0,0.0,-0.0
-0.0,5.270375968996449,0.0,0.0,-0.0
-0.0,2.496328283670441,0.0,0.0,-0.0
-0.0,-0.24712894099944727,0.0,0.0,-0.0
-0.0,-2.106516537333896,0.0,0.0,-0.0
-0.0,-2.718333333334158,0.0,0.0,-0.0
-0.0,-6.532000000002881,0.0,0.0,-0.0
-0.0,-7.097666666668374,0.0,0.0,-0.0
-0.0,-4.479333333329123,0.0,0.0,-0.0
-0.0,-5.005333333338058,0.0,0.0,-0.0
-0.0,-4.300999999995838,0.0,0.0,-0.0
-0.0,-2.2000000000007276,0.0,0.0,-0.0
-0.0,-1.7860000000036962,0.0,0.0,-0.0
-0.0,-1.4196666666648525,0.0,0.0,-0.0
-0.0,-1.350333333331946,0.0,0.0,-0.0
-0.0,-1.2289999999993597,0.0,0.0,-0.0
-0.0,-0.998666666662757,0.0,0.0,-0.0
-0.0,-0.8987009110009022,0.0,0.0,-0.0
-0.0,-0.5534132836633974,0.0,0.0,-0.0
-0.0,-1.6816473716707026,0.0,0.0,-0.0
-0.0,-2.5362262979973518,0.0,0.0,-0.0
-0.0,6.444917383993159,0.0,0.0,-0.0
-0.0,6.605437902671371,0.0,0.0,-0.0
-0.0,4.653937098666512,0.0,0.0,-0.0
-0.0,4.99490196699997,0.0,0.0,-0.0
-0.0,3.483801174337155,0.0,0.0,-0.0
-0.0,2.2542592189986896,0.0,0.0,-0.0
-0.0,-0.7906565046733218,0.0,0.0,-0.0
-0.0,-3.1091907179998834,0.0,0.0,-0.0
-0.0,-3.590666666666948,0.0,0.0,-0.0
-0.0,-4.800333333329036,0.0,0.0,-0.0
-0.0,-5.297999999998865,0.0,0.0,-0.0
-0.0,-3.8370000000031723,0.0,0.0,-0.0
-0.0,-3.8853333333318005,0.0,0.0,-0.0
-0.0,-2.994333333332179,0.0,0.0,-0.0
-0.0,-1.6363333333356422,0.0,0.0,-0.0
-0.0,-1.5813333333280752,0.0,0.0,-0.0
-0.0,-1.1420000000034634,0.0,0.0,-0.0
-0.0,-1.2629999999953725,0.0,0.0,-0.0
-0.0,-1.1146666666681995,0.0,0.0,-0.0
-0.0,-1.2536666666746896,0.0,0.0,-0.0
-0.0,-1.0485694666668608,0.0,0.0,-0.0
-0.0,-1.0552935919952853,0.0,0.0,-0.0
-0.0,-2.3645991789995926,0.0,0.0,-0.0
-0.0,-1.9438836653348566,0.0,0.0,-0.0
-0.0,7.9418837959991855,0.0,0.0,-0.0
-0.0,7.482764150335816,0.0,0.0,-0.0
-0.0,6.911029625999243,0.0,0.0,-0.0
-0.0,5.325209217004337,0.0,0.0,-0.0
-0.0,5.718350696325514,0.0,0.0,-0.0
-0.0,4.2823487543334595,0.0,0.0,-0.0
-0.0,0.5558975740065488,0.0,0.0,-0.0
-0.0,-2.092258980340823,0.0,0.0,-0.0
-0.0,-2.1449999999967986,0.0,0.0,-0.0
-0.0,-4.296666666672536,0.0,0.0,-0.0
-0.0,-4.608666666663339,0.0,0.0,-0.0
-0.0,-3.627999999996973,0.0,0.0,-0.0
-0.0,-3.6680000000014843,0.0,0.0,-0.0
-0.0,-3.4069999999956053,0.0,0.0,-0.0
-0.0,-1.952000000004773,0.0,0.0,-0.0
-0.0,-1.6189999999987776,0.0,0.0,-0.0
-0.0,-1.4026666666686651,0.0,0.0,-0.0
-0.0,-1.3306666666685487,0.0,0.0,-0.0
-0.0,-1.181333333330258,0.0,0.0,-0.0
-0.0,-1.2436666666653764,0.0,0.0,-0.0
-0.0,-0.9393907190008439,0.0,0.0,-0.0
