demand_electricity,electricity_balance,pv,soc,delta_battery,supply_grid_power,heat_pump
-0.0,0.0,0.0,0.25836292171665287,3.679565883751261,0.0,-0.0
-0.0,-0.8911005568289114,0.0,0.2,0.7878994431748139,0.0,-0.0
-0.0,-2.115399999996953,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.6724000000031083,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.0591999999978725,0.0,0.2,0.0,0.0,-0.0
-0.0,-4.8026000000008935,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.3711999999959517,0.0,0.2,0.0,0.0,-0.0
-0.0,-4.581600000001345,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.166000000001077,0.0,0.2,0.0,0.0,-0.0
-0.0,-4.060200000005352,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.9081999999925756,0.0,0.2,0.0,0.0,-0.0
-0.0,-1.265400000002046,0.0,0.2,0.0,0.0,-0.0
-0.0,-0.9594000000051891,0.0,0.2,0.0,0.0,-0.0
-0.0,-1.0266000000010536,0.0,0.2,0.0,0.0,-0.0
-0.0,-0.8845999999957712,0.0,0.2,0.0,0.0,-0.0
-0.0,-1.1175999999995838,0.0,0.2,0.0,0.0,-0.0
-0.0,-1.8695999999999913,0.0,0.2,0.0,0.0,-0.0
-0.0,-1.1677274149992025,0.0,0.2,0.0,0.0,-0.0
-0.0,-0.6718273712455184,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.3038890087558324,0.0,0.2,0.0,0.0,-0.0
-0.0,-1.5187162862534342,0.0,0.2,0.0,0.0,-0.0
-0.0,0.0,0.0,0.40962469212532787,-3.4937448687554644,0.0,-0.0
-0.0,0.0,0.0,0.41943729792555484,-0.16354343000378277,0.0,-0.0
-0.0,0.0,0.0,0.31683644820280615,1.385111471257107,0.0,-0.0
