demand_electricity,electricity_balance,pv,soc,delta_battery,supply_grid_power,heat_pump
-0.0,-6.040999999990163,0.0,0.2,0.0,0.0,-0.0
-0.0,-8.009000000012747,0.0,0.2,0.0,0.0,-0.0
-0.0,-8.579999999987194,0.0,0.2,0.0,0.0,-0.0
-0.0,-9.288000000000466,0.0,0.2,0.0,0.0,-0.0
-0.0,-11.240000000005239,0.0,0.2,0.0,0.0,-0.0
-0.0,-8.818999999995867,0.0,0.2,0.0,0.0,-0.0
-0.0,-6.024000000012165,0.0,0.2,0.0,0.0,-0.0
-0.0,-6.770999999993364,0.0,0.2,0.0,0.0,-0.0
-0.0,-4.80899999999383,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.6230000000068685,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.688000000009197,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.252999999996973,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.18399999999383,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.8509999999951106,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.5430000000051223,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.7730000000010477,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.981368767001397,0.0,0.2,0.0,0.0,-0.0
-0.0,-1.1828768032448782,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.1345683202551804,0.0,0.2,0.0,0.0,-0.0
-0.0,-4.400790663997089,0.0,0.2,0.0,0.0,-0.0
-0.0,0.0,0.0,0.333857293411326,-2.974606520251688,0.0,-0.0
-0.0,-1.3815887860945606,0.0,0.2,2.4094312814038674,0.0,-0.0
-0.0,-6.560681441009139,0.0,0.2,0.0,0.0,-0.0
-0.0,-11.003198065234633,0.0,0.2,0.0,0.0,-0.0
-0.0,-6.763500000015483,0.0,0.2,0.0,0.0,-0.0
-0.0,-6.348999999987427,0.0,0.2,0.0,0.0,-0.0
-0.0,-9.13749999999709,0.0,0.2,0.0,0.0,-0.0
-0.0,-10.337000000014086,0.0,0.2,0.0,0.0,-0.0
-0.0,-10.972000000001572,0.0,0.2,0.0,0.0,-0.0
-0.0,-9.761999999987893,0.0,0.2,0.0,0.0,-0.0
-0.0,-6.554000000011001,0.0,0.2,0.0,0.0,-0.0
-0.0,-5.991000000001804,0.0,0.2,0.0,0.0,-0.0
-0.0,-4.519999999989523,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.250000000007276,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.6749999999956344,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.794999999990978,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.1860000000160653,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.473999999994703,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.379000000000815,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.8330000000059954,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.7767595497424336,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.0689915972441795,0.0,0.2,0.0,0.0,-0.0
-0.0,0.0,0.0,0.24673088529801138,-1.038464117733586,0.0,-0.0
-0.0,-1.8782363726319535,0.0,0.2,0.8411559353642047,0.0,-0.0
-0.0,0.0,0.0,0.2375959114894573,-0.8354646997657176,0.0,-0.0
-0.0,0.0,0.0,0.20404820490593964,0.6038587185033176,0.0,-0.0
-0.0,-6.125541403696579,0.0,0.2,0.07286768830691362,0.0,-0.0
-0.0,-7.994166567760186,0.0,0.2,0.0,0.0,-0.0
-0.0,-5.798999999984517,0.0,0.2,0.0,0.0,-0.0
-0.0,-7.939000000005763,0.0,0.2,0.0,0.0,-0.0
-0.0,-7.943999999995867,0.0,0.2,0.0,0.0,-0.0
-0.0,-10.506000000001222,0.0,0.2,0.0,0.0,-0.0
-0.0,-9.963999999999942,0.0,0.2,0.0,0.0,-0.0
-0.0,-8.273000000008324,0.0,0.2,0.0,0.0,-0.0
-0.0,-7.4870000000082655,0.0,0.2,0.0,0.0,-0.0
-0.0,-6.0,0.0,0.2,0.0,0.0,-0.0
-0.0,-4.766999999992549,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.981999999989057,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.4900000000125146,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.2779999999911524,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.069000000003143,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.2599999999947613,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.2930000000051223,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.4180000000051223,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.6879517704997093,0.0,0.2,0.0,0.0,-0.0
-0.0,-1.5790646167503495,0.0,0.2,0.0,0.0,-0.0
-0.0,-4.843420685489406,0.0,0.2,0.0,0.0,-0.0
-0.0,-5.88826345625064,0.0,0.2,0.0,0.0,-0.0
-0.0,0.0,0.0,0.3951346784483335,-4.336326187740744,0.0,-0.0
-0.0,0.0,0.0,0.3740815983931918,0.3789554409925507,0.0,-0.0
-0.0,-1.7384865529289497,0.0,0.2,3.1334687710774527,0.0,-0.0
-0.0,-6.920729272745052,0.0,0.2,0.0,0.0,-0.0
-0.0,-6.390000000006694,0.0,0.2,0.0,0.0,-0.0
-0.0,-6.899999999994179,0.0,0.2,0.0,0.0,-0.0
-0.0,-8.663999999997031,0.0,0.2,0.0,0.0,-0.0
-0.0,-10.481000000007043,0.0,0.2,0.0,0.0,-0.0
-0.0,-9.211000000002969,0.0,0.2,0.0,0.0,-0.0
-0.0,-8.790999999990163,0.0,0.2,0.0,0.0,-0.0
-0.0,-7.0459999999948195,0.0,0.2,0.0,0.0,-0.0
-0.0,-5.326000000015483,0.0,0.2,0.0,0.0,-0.0
-0.0,-4.7519999999931315,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.2779999999984284,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.9780000000100695,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.4539999999906286,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.2040000000051805,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.2379999999975553,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.1719999999986612,0.0,0.2,0.0,0.0,-0.0
-0.0,-4.878000000004249,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.8006780799928985,0.0,0.2,0.0,0.0,-0.0
-0.0,-1.088797666009721,0.0,0.2,0.0,0.0,-0.0
-0.0,-4.7706314207438885,0.0,0.2,0.0,0.0,-0.0
-0.0,-6.254827590746217,0.0,0.2,0.0,0.0,-0.0
-0.0,-0.9572509570108851,0.0,0.2,0.0,0.0,-0.0
-0.0,-5.3491329547341095,0.0,0.2,0.0,0.0,-0.0
-0.0,-7.160871164753493,0.0,0.2,0.0,0.0,-0.0
-0.0,-8.777797880006636,0.0,0.2,0.0,0.0,-0.0
-0.0,-5.899999999994179,0.0,0.2,0.0,0.0,-0.0
-0.0,-5.513000000013562,0.0,0.2,0.0,0.0,-0.0
-0.0,-7.356499999994411,0.0,0.2,0.0,0.0,-0.0
-0.0,-12.4745000000039,0.0,0.2,0.0,0.0,-0.0
-0.0,-8.46600000000035,0.0,0.2,0.0,0.0,-0.0
-0.0,-8.00899999999092,0.0,0.2,0.0,0.0,-0.0
-0.0,-5.725999999995111,0.0,0.2,0.0,0.0,-0.0
-0.0,-6.0864999999976135,0.0,0.2,0.0,0.0,-0.0
-0.0,-5.103500000011991,0.0,0.2,0.0,0.0,-0.0
-0.0,-4.044999999998254,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.5020000000004075,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.0169999999998254,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.275999999990745,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.004000000000815,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.50800000000163,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.4550000000017462,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.6150392010015135,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.1195014485041908,0.0,0.2,0.0,0.0,-0.0
-0.0,-4.913895854490105,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.7648269230037252,0.0,0.2,0.0,0.0,-0.0
-0.0,0.0,0.0,0.4686309100551598,-5.96957577900355,0.0,-0.0
-0.0,0.0,0.0,0.5450119321697617,-1.6973560469911537,0.0,-0.0
-0.0,0.0,0.0,0.20143997397549188,6.184295247496857,0.0,-0.0
-0.0,-6.46094612894784,0.0,0.2,0.02591953155885367,0.0,-0.0
-0.0,-5.32999999999447,0.0,0.2,0.0,0.0,-0.0
-0.0,-9.34100000000035,0.0,0.2,0.0,0.0,-0.0
-0.0,-9.46200000000681,0.0,0.2,0.0,0.0,-0.0
-0.0,-11.77999999999156,0.0,0.2,0.0,0.0,-0.0
-0.0,-11.239999999990687,0.0,0.2,0.0,0.0,-0.0
-0.0,-7.152000000016415,0.0,0.2,0.0,0.0,-0.0
-0.0,-6.819999999992433,0.0,0.2,0.0,0.0,-0.0
-0.0,-6.907000000006519,0.0,0.2,0.0,0.0,-0.0
-0.0,-5.256999999997788,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.8980000000010477,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.859999999993306,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.1960000000035507,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.3430000000007567,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.3139999999984866,0.0,0.2,0.0,0.0,-0.0
-0.0,-1.9219999999986614,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.3249999999970896,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.2227623534967984,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.9769845887562867,0.0,0.2,0.0,0.0,-0.0
-0.0,-1.535730984001048,0.0,0.2,0.0,0.0,-0.0
-0.0,-1.7674135889981961,0.0,0.2,0.0,0.0,-0.0
-0.0,0.0,0.0,0.404702067788598,-4.5489348397466225,0.0,-0.0
-0.0,0.0,0.0,0.2829631198301289,2.1913010632524443,0.0,-0.0
-0.0,-7.28335649930349,0.0,0.2,1.4933361569423205,0.0,-0.0
-0.0,-5.613838642757218,0.0,0.2,0.0,0.0,-0.0
-0.0,-6.2669999999852735,0.0,0.2,0.0,0.0,-0.0
-0.0,-8.076000000000931,0.0,0.2,0.0,0.0,-0.0
-0.0,-11.142000000007101,0.0,0.2,0.0,0.0,-0.0
-0.0,-13.039999999993597,0.0,0.2,0.0,0.0,-0.0
-0.0,-9.941000000013446,0.0,0.2,0.0,0.0,-0.0
-0.0,-9.636999999995169,0.0,0.2,0.0,0.0,-0.0
-0.0,-7.603999999992084,0.0,0.2,0.0,0.0,-0.0
-0.0,-5.003000000004249,0.0,0.2,0.0,0.0,-0.0
-0.0,-4.4629999999961,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.6350000000093132,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.283000000003085,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.264499999990221,0.0,0.2,0.0,0.0,-0.0
-0.0,-1.9804999999978463,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.1630000000004657,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.09599999999773,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.6960000000035507,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.2530837287621073,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.990231004493132,0.0,0.2,0.0,0.0,-0.0
-0.0,-1.0857595742444712,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.841313505501688,0.0,0.2,0.0,0.0,-0.0
-0.0,0.0,0.0,0.3241153197201414,-2.758118216003142,0.0,-0.0
-0.0,-5.15708671253891,0.0,0.2,2.234075754962545,0.0,-0.0
-0.0,-6.191850778000873,0.0,0.2,0.0,0.0,-0.0
-0.0,-8.786940026765018,0.0,0.2,0.0,0.0,-0.0
-0.0,-7.164999999979045,0.0,0.2,0.0,0.0,-0.0
-0.0,-6.214000000014494,0.0,0.2,0.0,0.0,-0.0
-0.0,-6.004999999997381,0.0,0.2,0.0,0.0,-0.0
-0.0,-9.564999999995052,0.0,0.2,0.0,0.0,-0.0
-0.0,-11.588999999999942,0.0,0.2,0.0,0.0,-0.0
-0.0,-7.124000000003434,0.0,0.2,0.0,0.0,-0.0
-0.0,-5.532999999988533,0.0,0.2,0.0,0.0,-0.0
-0.0,-5.043000000012398,0.0,0.2,0.0,0.0,-0.0
-0.0,-4.7370000000009895,0.0,0.2,0.0,0.0,-0.0
-0.0,-4.305499999994936,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.434499999995751,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.6630000000004657,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.0860000000102445,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.2600000000020373,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.1149999999906868,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.9239999999917927,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.807551158259663,0.0,0.2,0.0,0.0,-0.0
-0.0,-0.21412889799470372,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.907232006759255,0.0,0.2,0.0,0.0,-0.0
-0.0,-4.588749175748312,0.0,0.2,0.0,0.0,-0.0
-0.0,0.0,0.0,0.2913574338316377,-2.030165196258615,0.0,-0.0
-0.0,-3.226562073535702,0.0,0.2,1.644433808969479,0.0,-0.0
-0.0,-6.923865412252561,0.0,0.2,0.0,0.0,-0.0
-0.0,-5.521929796487835,0.0,0.2,0.0,0.0,-0.0
-0.0,-4.9060000000026776,0.0,0.2,0.0,0.0,-0.0
-0.0,-6.721000000012282,0.0,0.2,0.0,0.0,-0.0
-0.0,-8.023999999997613,0.0,0.2,0.0,0.0,-0.0
-0.0,-8.340000000003783,0.0,0.2,0.0,0.0,-0.0
-0.0,-11.025999999983469,0.0,0.2,0.0,0.0,-0.0
-0.0,-8.942000000010012,0.0,0.2,0.0,0.0,-0.0
-0.0,-7.393000000003667,0.0,0.2,0.0,0.0,-0.0
-0.0,-5.39600000000064,0.0,0.2,0.0,0.0,-0.0
-0.0,-4.35399999999936,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.514000000002852,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.043999999994412,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.0380000000004657,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.282999999988533,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.1150000000125146,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.2180000000080327,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.374999999992724,0.0,0.2,0.0,0.0,-0.0
-0.0,-6.993523299001455,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.3753366127424327,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.496559460755588,0.0,0.2,0.0,0.0,-0.0
-0.0,-4.758647303499535,0.0,0.2,0.0,0.0,-0.0
-0.0,0.0,0.0,0.48583009137147515,-6.351779808255004,0.0,-0.0
-0.0,0.0,0.0,0.5612737078777487,-1.6765248112505224,0.0,-0.0
-0.0,0.0,0.0,0.35272356716935716,3.753902532751048,0.0,-0.0
-0.0,-5.538498364445518,0.0,0.2,2.7490242090484287,0.0,-0.0
-0.0,-7.309000000008382,0.0,0.2,0.0,0.0,-0.0
-0.0,-8.24400000001333,0.0,0.2,0.0,0.0,-0.0
-0.0,-9.540999999982887,0.0,0.2,0.0,0.0,-0.0
-0.0,-10.328000000008615,0.0,0.2,0.0,0.0,-0.0
-0.0,-10.128499999991618,0.0,0.2,0.0,0.0,-0.0
-0.0,-9.136499999993248,0.0,0.2,0.0,0.0,-0.0
-0.0,-5.54400000001624,0.0,0.2,0.0,0.0,-0.0
-0.0,-6.157999999988533,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.6530000000129803,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.805999999989581,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.3439999999973224,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.1960000000035507,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.2010000000009313,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.3060000000114087,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.4319999999934225,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.2479999999995925,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.551925592491909,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.9617426255111177,0.0,0.2,0.0,0.0,-0.0
-0.0,-1.2143035317376603,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.0822686437617577,0.0,0.2,0.0,0.0,-0.0
-0.0,0.0,0.0,0.25270659453144384,-1.1712576562543071,0.0,-0.0
-0.0,-1.0080291509349408,0.0,0.2,0.9487187015659896,0.0,-0.0
-0.0,-5.957634581503667,0.0,0.2,0.0,0.0,-0.0
-0.0,-5.926297524241793,0.0,0.2,0.0,0.0,-0.0
-0.0,-6.510000000002037,0.0,0.2,0.0,0.0,-0.0
-0.0,-8.01600000000326,0.0,0.2,0.0,0.0,-0.0
-0.0,-8.302999999999884,0.0,0.2,0.0,0.0,-0.0
-0.0,-7.894999999996798,0.0,0.2,0.0,0.0,-0.0
-0.0,-9.153999999994994,0.0,0.2,0.0,0.0,-0.0
-0.0,-8.665000000000873,0.0,0.2,0.0,0.0,-0.0
-0.0,-5.9870000000082655,0.0,0.2,0.0,0.0,-0.0
-0.0,-7.470999999990453,0.0,0.2,0.0,0.0,-0.0
-0.0,-5.0530000000071595,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.6200000000098953,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.3699999999880674,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.106000000007043,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.004000000000815,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.2329999999928987,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.4940000000060536,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.31699999999546,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.6491755690002328,0.0,0.2,0.0,0.0,-0.0
-0.0,-1.5512673887441792,0.0,0.2,0.0,0.0,-0.0
-0.0,0.0,0.0,0.23137411183607712,-0.6972024852461582,0.0,-0.0
-0.0,-2.202098389692929,0.0,0.2,0.5647340130493882,0.0,-0.0
-0.0,-6.308644455515134,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.5844689032440638,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.131035137994296,0.0,0.2,0.0,0.0,-0.0
-0.0,-4.99442262300582,0.0,0.2,0.0,0.0,-0.0
-0.0,-7.146000000007916,0.0,0.2,0.0,0.0,-0.0
-0.0,-7.351999999991677,0.0,0.2,0.0,0.0,-0.0
-0.0,-6.92500000000291,0.0,0.2,0.0,0.0,-0.0
-0.0,-9.645000000004075,0.0,0.2,0.0,0.0,-0.0
-0.0,-8.898999999990338,0.0,0.2,0.0,0.0,-0.0
-0.0,-9.297000000005937,0.0,0.2,0.0,0.0,-0.0
-0.0,-6.484999999993306,0.0,0.2,0.0,0.0,-0.0
-0.0,-4.547000000005937,0.0,0.2,0.0,0.0,-0.0
-0.0,-4.1159999999945285,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.861000000004424,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.4629999999961,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.4510000000009313,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.2589999999981956,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.418499999999767,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.4425000000046566,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.389000000002852,0.0,0.2,0.0,0.0,-0.0
-0.0,-4.279222567740745,0.0,0.2,0.0,0.0,-0.0
-0.0,-4.248284944747207,0.0,0.2,0.0,0.0,-0.0
-0.0,-0.7985602640068681,0.0,0.2,0.0,0.0,-0.0
-0.0,-0.02165305325227056,0.0,0.2,0.0,0.0,-0.0
-0.0,0.0,0.0,0.40183537118377616,-4.485230470750581,0.0,-0.0
-0.0,-0.3583442132019831,0.0,0.2,3.6330366813079706,0.0,-0.0
-0.0,-7.101016197492433,0.0,0.2,0.0,0.0,-0.0
-0.0,-5.172556772239814,0.0,0.2,0.0,0.0,-0.0
-0.0,-5.489000000008673,0.0,0.2,0.0,0.0,-0.0
-0.0,-5.681000000004133,0.0,0.2,0.0,0.0,-0.0
-0.0,-9.450999999993655,0.0,0.2,0.0,0.0,-0.0
-0.0,-10.569000000003143,0.0,0.2,0.0,0.0,-0.0
-0.0,-10.169000000001688,0.0,0.2,0.0,0.0,-0.0
-0.0,-8.644999999996799,0.0,0.2,0.0,0.0,-0.0
-0.0,-7.555000000000291,0.0,0.2,0.0,0.0,-0.0
-0.0,-7.529000000002271,0.0,0.2,0.0,0.0,-0.0
-0.0,-5.203000000001339,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.061999999998079,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.371999999995751,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.4619999999995343,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.3079999999972642,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.8100000000049477,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.3689999999987776,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.936999999998079,0.0,0.2,0.0,0.0,-0.0
-0.0,-5.593408528245518,0.0,0.2,0.0,0.0,-0.0
-0.0,-1.9471153117589641,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.283426695743306,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.728477446759488,0.0,0.2,0.0,0.0,-0.0
-0.0,0.0,0.0,0.4141669575580423,-4.75926572351205,0.0,-0.0
-0.0,0.0,0.0,0.3969525550435227,0.309859245261352,0.0,-0.0
-0.0,0.0,0.0,0.2799444577244857,2.106145751742667,0.0,-0.0
-0.0,-4.17829835171374,0.0,0.2,1.439000239040742,0.0,-0.0
-0.0,-7.509999999994761,0.0,0.2,0.0,0.0,-0.0
-0.0,-6.738000000004831,0.0,0.2,0.0,0.0,-0.0
-0.0,-7.321999999992841,0.0,0.2,0.0,0.0,-0.0
-0.0,-11.479000000013912,0.0,0.2,0.0,0.0,-0.0
-0.0,-10.95449999999255,0.0,0.2,0.0,0.0,-0.0
-0.0,-7.973500000000059,0.0,0.2,0.0,0.0,-0.0
-0.0,-7.389000000002851,0.0,0.2,0.0,0.0,-0.0
-0.0,-5.206000000005588,0.0,0.2,0.0,0.0,-0.0
-0.0,-4.655999999988126,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.121000000006461,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.5709999999962747,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.227000000006228,0.0,0.2,0.0,0.0,-0.0
-0.0,-1.966999999996915,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.256999999990512,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.2780000000057044,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.1000000000130967,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.10766934698766,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.271889268251048,0.0,0.2,0.0,0.0,-0.0
-0.0,-4.587040215755995,0.0,0.2,0.0,0.0,-0.0
-0.0,-5.130489315246798,0.0,0.2,0.0,0.0,-0.0
-0.0,0.0,0.0,0.2487359343687213,-1.0830207637493623,0.0,-0.0
-0.0,0.0,0.0,0.32210295219942325,-1.6303781740155987,0.0,-0.0
-0.0,0.0,0.0,0.3078347433101075,0.25682776000768265,0.0,-0.0
-0.0,-8.413481001919228,0.0,0.2,1.941025379581935,0.0,-0.0
-0.0,-8.863000000004831,0.0,0.2,0.0,0.0,-0.0
-0.0,-6.75,0.0,0.2,0.0,0.0,-0.0
-0.0,-8.735999999997148,0.0,0.2,0.0,0.0,-0.0
-0.0,-10.896000000007916,0.0,0.2,0.0,0.0,-0.0
-0.0,-11.56199999999808,0.0,0.2,0.0,0.0,-0.0
-0.0,-12.006999999990512,0.0,0.2,0.0,0.0,-0.0
-0.0,-6.202999999994063,0.0,0.2,0.0,0.0,-0.0
-0.0,-5.349000000016531,0.0,0.2,0.0,0.0,-0.0
-0.0,-4.4980000000068685,0.0,0.2,0.0,0.0,-0.0
-0.0,-3.135999999998603,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.532999999988533,0.0,0.2,0.0,0.0,-0.0
-0.0,-2.4680000000007567,0.0,0.2,0.0,0.0,-0.0
